Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Game 4 - Score team A,Game 4 - Score team B,Game 5 - Score team A,Game 5 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team A - Player 4,Team A - Player 5,Team A - Player 6,Team A - Player 7,Team A - Player 8,Team A - Player 9,Team A - Player 10,Team A - Player 11,Team A - Player 12,Team A - Player 13,Team A - Player 14,Team B - Player 1,Team B - Player 2,Team B - Player 3,Team B - Player 4,Team B - Player 5,Team B - Player 6,Team B - Player 7,Team B - Player 8,Team B - Player 9,Team B - Player 10,Team B - Player 11,Team B - Player 12,Team B - Player 13,Team B - Player 14
Group Stage,Women's Individual,Group H (422 - 424),3,Single game,CAN - Diaz/Yu,HKG - Zhu/Chan,CAN - Diaz/Yu,21,6,,,,,,,,,sophia yu,Rosemay Diaz,,,,,,,,,,,,,Clovis Chan,Julia Zhu,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),3,Single game,GBR - Quibell/ Ognjenovic,LAT - Jansone/Smilga,GBR - Quibell/ Ognjenovic,21,12,,,,,,,,,Sarah Joy Quibell,Una Ognjenovic,,,,,,,,,,,,,Dārta Smilga,Krista Jansone,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),3,Single game,GER - Stadler/Stadler,SUI - Amsler/Kunz,GER - Stadler/Stadler,21,11,,,,,,,,,Julia Stadler,Franzi Stadler,,,,,,,,,,,,,Selina Amsler,Svenja Kunz,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),3,Single game,AUT - Kornek/Teskey,AUS - Griffiths/Lynch,AUT - Kornek/Teskey,21,3,,,,,,,,,Alina Teskey,Ines Kornek,,,,,,,,,,,,,Izzy Lynch,Maddi Griffiths,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),3,Single game,CHI - Calderon/Calderon,NOR - Modalsli/Ordemann Olsen,CHI - Calderon/Calderon,21,10,,,,,,,,,Marietta Calderón,Loreto Calderon,,,,,,,,,,,,,Andrine Charlotte Ordemann Olsen,Sara Modalsli,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),3,Single game,USA - Nguyen/Timan,ESP - Molina/Andreu,USA - Nguyen/Timan,21,13,,,,,,,,,Julia Timan,Joelle Nguyen,,,,,,,,,,,,,Helena Molina Raga,Marta Andreu Dueñas,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),3,Single game,GER - Gulden/Pfund,AUS - Capp/Figg,GER - Gulden/Pfund,21,8,,,,,,,,,Tina Gulden,Raphaela Pfund,,,,,,,,,,,,,Mieka Figg,Abbey Capp,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),3,Single game,ITA - Patat/Biondini,NED - Dieltjes/Dieltjes,NED - Dieltjes/Dieltjes,18,21,,,,,,,,,Nicole Biondini,Costanza Patat,,,,,,,,,,,,,Shauny Dieltjes,Shannon Dieltjes,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),3,Single game,GER - Bauer/Walter,CHI - Ripoll/Mussiett,GER - Bauer/Walter,21,11,,,,,,,,,Klara Bauer,Sophia Walter,,,,,,,,,,,,,Valeria Ripoll Kameid,Constanza Anais Mussiett Fernández,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),3,Single game,CAN - Couroux/Leung,NOR - Pavall/ Eilertsen,CAN - Couroux/Leung,21,1,,,,,,,,,Shonda Couroux,Janet Leung,,,,,,,,,,,,,Emilie Sofie Eilertsen,Ronja Pareliussen Pavall,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),3,Single game,FRA - Eydoux/Martin,FIN - Kosonen/Lemettinen,FRA - Eydoux/Martin,21,8,,,,,,,,,Louise Eydoux,Elise Martin,,,,,,,,,,,,,Valentina Lemettinen,Emma Kosonen,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),4,Single game,USA - Jenki/Jenki,FIN - Häkkinen/Salmensaari,USA - Jenki/Jenki,21,17,,,,,,,,,Ali Jenki,Olivia Jenki,,,,,,,,,,,,,Jaana Häkkinen,Riikka Salmensaari,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),4,Single game,SUI - Eigenmann/Gassner,JPN - Kawasaki/Matsumoto,SUI - Eigenmann/Gassner,21,10,,,,,,,,,Carole Gassner,Kaija Eigenmann,,,,,,,,,,,,,Aisa Kawasaki,Ayaka Matsumoto,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),4,Single game,CZE - Caltova/Matejkova,EGY - Magd/Nour,CZE - Caltova/Matejkova,21,6,,,,,,,,,Andrea Matějková,Tereza Caltová,,,,,,,,,,,,,Nour Rehan,Magd Gamal,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),4,Single game,USA - Fleming/Morgan,FRA - Joly/Lacombe,USA - Fleming/Morgan,21,18,,,,,,,,,Kayla Wu-Fleming,Kalin Morgan,,,,,,,,,,,,,Amely Joly,Jade Lacombe,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),4,Single game,SWE - Mollberg/Westerland,HKG - Chan/Law,SWE - Mollberg/Westerland,21,11,,,,,,,,,Hanna Westerland,Rebecca Mollberg,,,,,,,,,,,,,Reico Chan,Karina Law,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),4,Single game,CZE - Bedrnova/Kourilova,LAT - Brauna/Ivanova,CZE - Bedrnova/Kourilova,21,13,,,,,,,,,Bětka Kouřilová,Klára Bedrnová,,,,,,,,,,,,,Līna Brauna,Zane Ivanova,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),4,Single game,AUT - Leybourne/Kadlec,NED - Meijer/Bouma,AUT - Leybourne/Kadlec,21,13,,,,,,,,,Daniela Kadlec,Megan Leybourne,,,,,,,,,,,,,Sophie Bouma,Eline Meijer,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),4,Single game,GBR - Hill-Smith/Troughton,JPN - Fukuda/Takeno,GBR - Hill-Smith/Troughton,21,18,,,,,,,,,Ruth Troughton,Emily Hill-Smith,,,,,,,,,,,,,Haruna Takeno,NORIKA FUKUDA,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),4,Single game,DEN - Fredberg/Hillebro,COL - Ramirez/Velez,DEN - Fredberg/Hillebro,21,15,,,,,,,,,Maja Hillebro,Rikke Fredberg Jørgensen,,,,,,,,,,,,,Natalia VE,Maria Ramirez,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),4,Single game,FRA - Alt/Paysan,AUT - Orlandini/Graeter,FRA - Alt/Paysan,21,15,,,,,,,,,Inès Paysan,Natacha Alt,,,,,,,,,,,,,Yasmin Graeter,daria orlandini,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),4,Single game,BEL - Vandesype/D'hoore,SWE - Elmblad/Dahlquist,BEL - Vandesype/D'hoore,21,11,,,,,,,,,Riet D'hoore,jana vandesijpe,,,,,,,,,,,,,Emmy Dahlquist,Klara Elmblad,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),4,Single game,DEN - Enevoldensen/Sepstrup,MEX - Regalado/Lara,DEN - Enevoldensen/Sepstrup,21,10,,,,,,,,,Liv Sepstrup,Nadia Enevoldsen,,,,,,,,,,,,,Ana Fernanda Lara Avila,Andrea Regalado Franco,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),4,Single game,GER - Knauf/Lorenz,BEL - Delbecke/Van der Stichelen,GER - Knauf/Lorenz,21,11,,,,,,,,,Theresa Knauf,Ronja Lorenz,,,,,,,,,,,,,Tatiana Delbecke,Elise Van der Stichelen,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),4,Single game,ROU - Tărășilă/Pîrlea,ESP - Martin/Villamariz,ROU - Tărășilă/Pîrlea,21,12,,,,,,,,,Beatrice Tărășilă,Alina Pîrlea,,,,,,,,,,,,,Raquel Martín Tablado,Sara Villamariz do Nascimento,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),4,Single game,BRA - Pereira/Barreto,MEX - Vega/Garcia,BRA - Pereira/Barreto,21,10,,,,,,,,,Isabela Pereira,Regiane Barreto,,,,,,,,,,,,,Andrea Vega,Mariana García,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),4,Single game,USA - Allen/Washburn,ROU - Sencovici/Labonc,USA - Allen/Washburn,21,13,,,,,,,,,Sarah Allen,Lou Washburn,,,,,,,,,,,,,Sabina Labonc,Antonia Sencovici,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),4,Single game,CAN - Cunningham/Desrosiers,BEL - Dumesnil/Jubault,CAN - Cunningham/Desrosiers,21,14,,,,,,,,,Jessie Desrosiers,Jaime Cunningham,,,,,,,,,,,,,Marie Jubault,Juliette Dumesnil,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),4,Single game,POL - Filipska/Dalidonis,TWN - Lin/Cheng,TWN - Lin/Cheng,16,21,,,,,,,,,Małgosia Dalidonis,Maria Filipska,,,,,,,,,,,,,Yuan Yuan Cheng,Jia jing Lin,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),4,Single game,CAN - Aspirot/Tardy,SUI - Wiedmer/Kunz,CAN - Aspirot/Tardy,21,5,,,,,,,,,Genevieve Tardy,Kim Aspirot,,,,,,,,,,,,,Mirjam Wiedmer,Nora Kunz,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),4,Single game,FRA - Rouault/Vanangamoudiar,ITA - Ferragina/Lucchiari,FRA - Rouault/Vanangamoudiar,21,7,,,,,,,,,Vanangamoudiar Liza,Lucile Rouault,,,,,,,,,,,,,Marianne Ferragina,Laura Lucchiari,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),4,Single game,BRA - Santana/Aleixo,TWN - Chen/Kuo,BRA - Santana/Aleixo,21,19,,,,,,,,,Karolayne Santana,Leticia Aleixo,,,,,,,,,,,,,Mickey Chen,Carina Kuo,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),4,Single game,ITA - Pernigo/Zanella,GBR - Quibell/ Ognjenovic,ITA - Pernigo/Zanella,21,7,,,,,,,,,Silvia Zanella,Chiara Pernigo,,,,,,,,,,,,,Sarah Joy Quibell,Una Ognjenovic,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),4,Single game,CAN - Diaz/Yu,POL - Wolff/Stawarek,CAN - Diaz/Yu,21,7,,,,,,,,,sophia yu,Rosemay Diaz,,,,,,,,,,,,,Pola Wolff,Julia Stawarek,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),4,Single game,LAT - Jansone/Smilga,HKG - Zhu/Chan,HKG - Zhu/Chan,12,21,,,,,,,,,Dārta Smilga,Krista Jansone,,,,,,,,,,,,,Clovis Chan,Julia Zhu,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),4,Single game,GER - Stadler/Stadler,CHI - Calderon/Calderon,GER - Stadler/Stadler,21,16,,,,,,,,,Julia Stadler,Franzi Stadler,,,,,,,,,,,,,Marietta Calderón,Loreto Calderon,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),4,Single game,AUT - Kornek/Teskey,SUI - Amsler/Kunz,AUT - Kornek/Teskey,21,6,,,,,,,,,Alina Teskey,Ines Kornek,,,,,,,,,,,,,Selina Amsler,Svenja Kunz,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),4,Single game,NOR - Modalsli/Ordemann Olsen,AUS - Griffiths/Lynch,AUS - Griffiths/Lynch,16,21,,,,,,,,,Andrine Charlotte Ordemann Olsen,Sara Modalsli,,,,,,,,,,,,,Izzy Lynch,Maddi Griffiths,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),4,Single game,USA - Nguyen/Timan,ITA - Patat/Biondini,USA - Nguyen/Timan,21,18,,,,,,,,,Julia Timan,Joelle Nguyen,,,,,,,,,,,,,Nicole Biondini,Costanza Patat,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),4,Single game,GER - Gulden/Pfund,ESP - Molina/Andreu,GER - Gulden/Pfund,21,9,,,,,,,,,Tina Gulden,Raphaela Pfund,,,,,,,,,,,,,Helena Molina Raga,Marta Andreu Dueñas,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),4,Single game,NED - Dieltjes/Dieltjes,AUS - Capp/Figg,AUS - Capp/Figg,20,21,,,,,,,,,Shauny Dieltjes,Shannon Dieltjes,,,,,,,,,,,,,Mieka Figg,Abbey Capp,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),4,Single game,GER - Bauer/Walter,FRA - Eydoux/Martin,GER - Bauer/Walter,21,18,,,,,,,,,Klara Bauer,Sophia Walter,,,,,,,,,,,,,Louise Eydoux,Elise Martin,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),4,Single game,CAN - Couroux/Leung,CHI - Ripoll/Mussiett,CAN - Couroux/Leung,21,17,,,,,,,,,Shonda Couroux,Janet Leung,,,,,,,,,,,,,Valeria Ripoll Kameid,Constanza Anais Mussiett Fernández,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),4,Single game,FIN - Kosonen/Lemettinen,NOR - Pavall/ Eilertsen,FIN - Kosonen/Lemettinen,21,20,,,,,,,,,Valentina Lemettinen,Emma Kosonen,,,,,,,,,,,,,Emilie Sofie Eilertsen,Ronja Pareliussen Pavall,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),5,Single game,USA - Jenki/Jenki,SUI - Eigenmann/Gassner,USA - Jenki/Jenki,21,12,,,,,,,,,Ali Jenki,Olivia Jenki,,,,,,,,,,,,,Carole Gassner,Kaija Eigenmann,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),5,Single game,FIN - Häkkinen/Salmensaari,EGY - Magd/Nour,FIN - Häkkinen/Salmensaari,21,6,,,,,,,,,Jaana Häkkinen,Riikka Salmensaari,,,,,,,,,,,,,Nour Rehan,Magd Gamal,,,,,,,,,,,,
Group Stage,Women's Individual,Group A (401 - 403),5,Single game,JPN - Kawasaki/Matsumoto,CZE - Caltova/Matejkova,JPN - Kawasaki/Matsumoto,21,19,,,,,,,,,Aisa Kawasaki,Ayaka Matsumoto,,,,,,,,,,,,,Andrea Matějková,Tereza Caltová,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),5,Single game,USA - Fleming/Morgan,SWE - Mollberg/Westerland,USA - Fleming/Morgan,21,11,,,,,,,,,Kayla Wu-Fleming,Kalin Morgan,,,,,,,,,,,,,Hanna Westerland,Rebecca Mollberg,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),5,Single game,FRA - Joly/Lacombe,LAT - Brauna/Ivanova,FRA - Joly/Lacombe,21,8,,,,,,,,,Amely Joly,Jade Lacombe,,,,,,,,,,,,,Līna Brauna,Zane Ivanova,,,,,,,,,,,,
Group Stage,Women's Individual,Group B (404 - 406),5,Single game,HKG - Chan/Law,CZE - Bedrnova/Kourilova,CZE - Bedrnova/Kourilova,20,21,,,,,,,,,Reico Chan,Karina Law,,,,,,,,,,,,,Bětka Kouřilová,Klára Bedrnová,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),5,Single game,AUT - Leybourne/Kadlec,GBR - Hill-Smith/Troughton,AUT - Leybourne/Kadlec,21,8,,,,,,,,,Daniela Kadlec,Megan Leybourne,,,,,,,,,,,,,Ruth Troughton,Emily Hill-Smith,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),5,Single game,NED - Meijer/Bouma,COL - Ramirez/Velez,NED - Meijer/Bouma,21,8,,,,,,,,,Sophie Bouma,Eline Meijer,,,,,,,,,,,,,Natalia VE,Maria Ramirez,,,,,,,,,,,,
Group Stage,Women's Individual,Group C (407 - 409),5,Single game,JPN - Fukuda/Takeno,DEN - Fredberg/Hillebro,JPN - Fukuda/Takeno,21,17,,,,,,,,,Haruna Takeno,NORIKA FUKUDA,,,,,,,,,,,,,Maja Hillebro,Rikke Fredberg Jørgensen,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),5,Single game,FRA - Alt/Paysan,BEL - Vandesype/D'hoore,FRA - Alt/Paysan,21,13,,,,,,,,,Inès Paysan,Natacha Alt,,,,,,,,,,,,,Riet D'hoore,jana vandesijpe,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),5,Single game,AUT - Orlandini/Graeter,MEX - Regalado/Lara,AUT - Orlandini/Graeter,21,4,,,,,,,,,Yasmin Graeter,daria orlandini,,,,,,,,,,,,,Ana Fernanda Lara Avila,Andrea Regalado Franco,,,,,,,,,,,,
Group Stage,Women's Individual,Group D (410 - 412),5,Single game,SWE - Elmblad/Dahlquist,DEN - Enevoldensen/Sepstrup,SWE - Elmblad/Dahlquist,21,16,,,,,,,,,Emmy Dahlquist,Klara Elmblad,,,,,,,,,,,,,Liv Sepstrup,Nadia Enevoldsen,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),5,Single game,GER - Knauf/Lorenz,ROU - Tărășilă/Pîrlea,GER - Knauf/Lorenz,21,18,,,,,,,,,Theresa Knauf,Ronja Lorenz,,,,,,,,,,,,,Beatrice Tărășilă,Alina Pîrlea,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),5,Single game,BEL - Delbecke/Van der Stichelen,MEX - Vega/Garcia,BEL - Delbecke/Van der Stichelen,21,2,,,,,,,,,Tatiana Delbecke,Elise Van der Stichelen,,,,,,,,,,,,,Andrea Vega,Mariana García,,,,,,,,,,,,
Group Stage,Women's Individual,Group E (413 - 415),5,Single game,ESP - Martin/Villamariz,BRA - Pereira/Barreto,ESP - Martin/Villamariz,21,15,,,,,,,,,Raquel Martín Tablado,Sara Villamariz do Nascimento,,,,,,,,,,,,,Isabela Pereira,Regiane Barreto,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),5,Single game,USA - Allen/Washburn,CAN - Cunningham/Desrosiers,USA - Allen/Washburn,21,17,,,,,,,,,Sarah Allen,Lou Washburn,,,,,,,,,,,,,Jessie Desrosiers,Jaime Cunningham,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),5,Single game,ROU - Sencovici/Labonc,TWN - Lin/Cheng,ROU - Sencovici/Labonc,21,15,,,,,,,,,Sabina Labonc,Antonia Sencovici,,,,,,,,,,,,,Yuan Yuan Cheng,Jia jing Lin,,,,,,,,,,,,
Group Stage,Women's Individual,Group F (416 - 418),5,Single game,BEL - Dumesnil/Jubault,POL - Filipska/Dalidonis,BEL - Dumesnil/Jubault,21,16,,,,,,,,,Marie Jubault,Juliette Dumesnil,,,,,,,,,,,,,Małgosia Dalidonis,Maria Filipska,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),5,Single game,CAN - Aspirot/Tardy,FRA - Rouault/Vanangamoudiar,FRA - Rouault/Vanangamoudiar,13,21,,,,,,,,,Genevieve Tardy,Kim Aspirot,,,,,,,,,,,,,Vanangamoudiar Liza,Lucile Rouault,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),5,Single game,SUI - Wiedmer/Kunz,TWN - Chen/Kuo,TWN - Chen/Kuo,19,21,,,,,,,,,Mirjam Wiedmer,Nora Kunz,,,,,,,,,,,,,Mickey Chen,Carina Kuo,,,,,,,,,,,,
Group Stage,Women's Individual,Group G (419 - 421),5,Single game,ITA - Ferragina/Lucchiari,BRA - Santana/Aleixo,BRA - Santana/Aleixo,19,21,,,,,,,,,Marianne Ferragina,Laura Lucchiari,,,,,,,,,,,,,Karolayne Santana,Leticia Aleixo,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),5,Single game,ITA - Pernigo/Zanella,CAN - Diaz/Yu,ITA - Pernigo/Zanella,21,11,,,,,,,,,Silvia Zanella,Chiara Pernigo,,,,,,,,,,,,,sophia yu,Rosemay Diaz,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),5,Single game,GBR - Quibell/ Ognjenovic,HKG - Zhu/Chan,GBR - Quibell/ Ognjenovic,21,5,,,,,,,,,Sarah Joy Quibell,Una Ognjenovic,,,,,,,,,,,,,Clovis Chan,Julia Zhu,,,,,,,,,,,,
Group Stage,Women's Individual,Group H (422 - 424),5,Single game,POL - Wolff/Stawarek,LAT - Jansone/Smilga,LAT - Jansone/Smilga,18,21,,,,,,,,,Pola Wolff,Julia Stawarek,,,,,,,,,,,,,Dārta Smilga,Krista Jansone,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),5,Single game,GER - Stadler/Stadler,AUT - Kornek/Teskey,AUT - Kornek/Teskey,19,21,,,,,,,,,Julia Stadler,Franzi Stadler,,,,,,,,,,,,,Alina Teskey,Ines Kornek,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),5,Single game,CHI - Calderon/Calderon,AUS - Griffiths/Lynch,CHI - Calderon/Calderon,21,9,,,,,,,,,Marietta Calderón,Loreto Calderon,,,,,,,,,,,,,Izzy Lynch,Maddi Griffiths,,,,,,,,,,,,
Group Stage,Women's Individual,Group I (425 - 427),5,Single game,SUI - Amsler/Kunz,NOR - Modalsli/Ordemann Olsen,SUI - Amsler/Kunz,21,10,,,,,,,,,Selina Amsler,Svenja Kunz,,,,,,,,,,,,,Andrine Charlotte Ordemann Olsen,Sara Modalsli,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),5,Single game,USA - Nguyen/Timan,GER - Gulden/Pfund,USA - Nguyen/Timan,21,18,,,,,,,,,Julia Timan,Joelle Nguyen,,,,,,,,,,,,,Tina Gulden,Raphaela Pfund,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),5,Single game,ITA - Patat/Biondini,AUS - Capp/Figg,AUS - Capp/Figg,18,21,,,,,,,,,Nicole Biondini,Costanza Patat,,,,,,,,,,,,,Mieka Figg,Abbey Capp,,,,,,,,,,,,
Group Stage,Women's Individual,Group J (428 - 430),5,Single game,ESP - Molina/Andreu,NED - Dieltjes/Dieltjes,ESP - Molina/Andreu,21,16,,,,,,,,,Helena Molina Raga,Marta Andreu Dueñas,,,,,,,,,,,,,Shauny Dieltjes,Shannon Dieltjes,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),5,Single game,GER - Bauer/Walter,CAN - Couroux/Leung,CAN - Couroux/Leung,20,21,,,,,,,,,Klara Bauer,Sophia Walter,,,,,,,,,,,,,Shonda Couroux,Janet Leung,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),5,Single game,FRA - Eydoux/Martin,NOR - Pavall/ Eilertsen,FRA - Eydoux/Martin,21,6,,,,,,,,,Louise Eydoux,Elise Martin,,,,,,,,,,,,,Emilie Sofie Eilertsen,Ronja Pareliussen Pavall,,,,,,,,,,,,
Group Stage,Women's Individual,Group K (431 - 433),5,Single game,CHI - Ripoll/Mussiett,FIN - Kosonen/Lemettinen,CHI - Ripoll/Mussiett,21,11,,,,,,,,,Valeria Ripoll Kameid,Constanza Anais Mussiett Fernández,,,,,,,,,,,,,Valentina Lemettinen,Emma Kosonen,,,,,,,,,,,,
Gold Groups,Women's Individual,Group A (401 - 403),1,Single game,ITA - Pernigo/Zanella,BEL - Vandesype/D'hoore,ITA - Pernigo/Zanella,21,13,,,,,,,,,Silvia Zanella,Chiara Pernigo,,,,,,,,,,,,,Riet D'hoore,jana vandesijpe,,,,,,,,,,,,
Gold Groups,Women's Individual,Group A (401 - 403),1,Single game,FRA - Rouault/Vanangamoudiar,FRA - Joly/Lacombe,FRA - Rouault/Vanangamoudiar,21,13,,,,,,,,,Vanangamoudiar Liza,Lucile Rouault,,,,,,,,,,,,,Amely Joly,Jade Lacombe,,,,,,,,,,,,
Gold Groups,Women's Individual,Group A (401 - 403),1,Single game,USA - Allen/Washburn,GER - Gulden/Pfund,USA - Allen/Washburn,21,16,,,,,,,,,Sarah Allen,Lou Washburn,,,,,,,,,,,,,Tina Gulden,Raphaela Pfund,,,,,,,,,,,,
Gold Groups,Women's Individual,Group B (404 - 406),1,Single game,AUT - Leybourne/Kadlec,ROU - Tărășilă/Pîrlea,AUT - Leybourne/Kadlec,21,8,,,,,,,,,Daniela Kadlec,Megan Leybourne,,,,,,,,,,,,,Beatrice Tărășilă,Alina Pîrlea,,,,,,,,,,,,
Gold Groups,Women's Individual,Group B (404 - 406),1,Single game,USA - Jenki/Jenki,CAN - Cunningham/Desrosiers,USA - Jenki/Jenki,21,18,,,,,,,,,Ali Jenki,Olivia Jenki,,,,,,,,,,,,,Jessie Desrosiers,Jaime Cunningham,,,,,,,,,,,,
Gold Groups,Women's Individual,Group B (404 - 406),1,Single game,CAN - Couroux/Leung,CAN - Diaz/Yu,CAN - Couroux/Leung,21,16,,,,,,,,,Shonda Couroux,Janet Leung,,,,,,,,,,,,,sophia yu,Rosemay Diaz,,,,,,,,,,,,
Gold Groups,Women's Individual,Group C (407 - 409),1,Single game,AUT - Kornek/Teskey,BEL - Delbecke/Van der Stichelen,AUT - Kornek/Teskey,21,17,,,,,,,,,Alina Teskey,Ines Kornek,,,,,,,,,,,,,Tatiana Delbecke,Elise Van der Stichelen,,,,,,,,,,,,
Gold Groups,Women's Individual,Group C (407 - 409),1,Single game,GER - Knauf/Lorenz,AUT - Orlandini/Graeter,GER - Knauf/Lorenz,21,12,,,,,,,,,Theresa Knauf,Ronja Lorenz,,,,,,,,,,,,,Yasmin Graeter,daria orlandini,,,,,,,,,,,,
Gold Groups,Women's Individual,Group C (407 - 409),1,Single game,USA - Nguyen/Timan,GER - Stadler/Stadler,GER - Stadler/Stadler,16,21,,,,,,,,,Julia Timan,Joelle Nguyen,,,,,,,,,,,,,Julia Stadler,Franzi Stadler,,,,,,,,,,,,
Gold Groups,Women's Individual,Group D (410 - 412),1,Single game,USA - Fleming/Morgan,NED - Meijer/Bouma,USA - Fleming/Morgan,21,16,,,,,,,,,Kayla Wu-Fleming,Kalin Morgan,,,,,,,,,,,,,Sophie Bouma,Eline Meijer,,,,,,,,,,,,
Gold Groups,Women's Individual,Group D (410 - 412),1,Single game,FRA - Alt/Paysan,SUI - Eigenmann/Gassner,FRA - Alt/Paysan,21,12,,,,,,,,,Inès Paysan,Natacha Alt,,,,,,,,,,,,,Carole Gassner,Kaija Eigenmann,,,,,,,,,,,,
Gold Groups,Women's Individual,Group D (410 - 412),1,Single game,CAN - Aspirot/Tardy,GER - Bauer/Walter,CAN - Aspirot/Tardy,21,17,,,,,,,,,Genevieve Tardy,Kim Aspirot,,,,,,,,,,,,,Klara Bauer,Sophia Walter,,,,,,,,,,,,
Gold Groups,Women's Individual,Group A (401 - 403),2,Single game,ITA - Pernigo/Zanella,FRA - Joly/Lacombe,ITA - Pernigo/Zanella,21,9,,,,,,,,,Silvia Zanella,Chiara Pernigo,,,,,,,,,,,,,Amely Joly,Jade Lacombe,,,,,,,,,,,,
Gold Groups,Women's Individual,Group A (401 - 403),2,Single game,FRA - Rouault/Vanangamoudiar,USA - Allen/Washburn,USA - Allen/Washburn,12,21,,,,,,,,,Vanangamoudiar Liza,Lucile Rouault,,,,,,,,,,,,,Sarah Allen,Lou Washburn,,,,,,,,,,,,
Gold Groups,Women's Individual,Group A (401 - 403),2,Single game,GER - Gulden/Pfund,BEL - Vandesype/D'hoore,GER - Gulden/Pfund,21,14,,,,,,,,,Tina Gulden,Raphaela Pfund,,,,,,,,,,,,,Riet D'hoore,jana vandesijpe,,,,,,,,,,,,
